Issue Key,Severity,Type,Component/File,Line,Rule,Message,Effort/Technical Debt
283db3c9-7b8e-49b5-9693-1c3b6826120d,MAJOR,CODE_SMELL,Login/CapaDatos/GenericDAL.cs,32,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
7b365aa1-c77d-4ffa-8f2d-09d922426055,MAJOR,CODE_SMELL,Login/CapaDatos/GenericDAL.cs,32,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
dfc33d3c-1b2e-4d13-873f-be0fd2e4074b,MAJOR,VULNERABILITY,Login/CapaDatos/GenericDAL.cs,32,csharpsquid:S2077,Use a parameterized query instead of string formatting.,20min
553505ec-6c36-47fd-9838-48e7bd243b4f,MAJOR,CODE_SMELL,Login/CapaDatos/GenericDAL.cs,35,external_roslyn:CS0618,'SqlDataReader' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
b5a29508-2e09-4f02-ba67-60334a64c30c,MINOR,VULNERABILITY,Dockerfile,16,docker:S6471,"This image runs with ""root"" or ""containerAdministrator"" as the default user. Make sure it is safe here.",15min
b5c6111d-1484-416c-98d8-dcda1d7bcb7a,MAJOR,CODE_SMELL,Login/Login/Data/DatabaseInitializer.cs,9,external_roslyn:CS0618,'SqlConnectionStringBuilder' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
21a9094d-775f-4a58-82fc-e04f59e3a8ac,MAJOR,CODE_SMELL,Login/Login/Data/DatabaseInitializer.cs,16,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
89d54575-b0f0-4efa-a673-98146b1ce522,MAJOR,VULNERABILITY,Login/Login/Data/DatabaseInitializer.cs,21,csharpsquid:S2077,Use a parameterized query instead of string formatting.,20min
3189d309-a2c7-4e94-b37a-07299876837d,MAJOR,CODE_SMELL,Login/Login/Data/DatabaseInitializer.cs,36,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
72f4f99a-854b-4875-837d-1b1c0624ccbe,INFO,CODE_SMELL,Login/Login/Data/DatabaseInitializer.cs,53,external_roslyn:CA1861,Prefer 'static readonly' fields over constant array arguments if the called method is called repeatedly and is not mutating the passed array,0min
62a7b686-e5c6-4fe5-ab05-8eab79a00d2e,MAJOR,CODE_SMELL,Login/Login/Data/DatabaseInitializer.cs,55,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
6e96e155-a7b9-4e80-876a-c848c8e41a15,MAJOR,CODE_SMELL,Login/Login/Data/DatabaseInitializer.cs,62,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
834257ad-090f-4606-9a7e-cc42e039fd88,MAJOR,CODE_SMELL,Login/Login/Data/DatabaseInitializer.cs,78,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
a84d9563-67fc-4bfe-8b83-3e2efdda6606,MAJOR,CODE_SMELL,Login/Login/Data/DatabaseInitializer.cs,83,external_roslyn:CS0618,'SqlException' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
a815efec-cdc5-4c54-bb11-74882725acce,BLOCKER,VULNERABILITY,docker-compose.yml,19,secrets:S6703,Make sure this database password gets changed and removed from the code.,30min
3a1150fd-be90-4259-bed7-206f98fa9f75,MAJOR,BUG,Login/Login/Views/Home/Index.cshtml,4,Web:PageWithoutTitleCheck,Add a <title> tag to this page.,5min
7d3f5050-45b7-4418-b58e-4690dc20acf0,MAJOR,CODE_SMELL,Login/Login/Views/Home/Index.cshtml,23,Web:S6819,Use <img> instead of the presentation role to ensure accessibility across all devices.,5min
d15bd068-40ab-4fae-85bc-551204a2c75f,MAJOR,CODE_SMELL,Login/Login/Views/Home/Index.cshtml,24,Web:S6819,Use <img> instead of the presentation role to ensure accessibility across all devices.,5min
f7ea396a-04b4-454f-81d3-c50df5200d1e,MAJOR,CODE_SMELL,Login/Login/Views/Home/Index.cshtml,32,Web:S6819,Use <img> instead of the presentation role to ensure accessibility across all devices.,5min
401e2184-cf8b-4dd5-ab90-0527efd1d06c,MAJOR,CODE_SMELL,Login/Login/Views/Home/Index.cshtml,33,Web:S6819,Use <img> instead of the presentation role to ensure accessibility across all devices.,5min
402d4dbd-c72f-4612-a1e2-61fdb0406faf,MAJOR,CODE_SMELL,Login/Login/Views/Home/Index.cshtml,41,Web:S6819,Use <img> instead of the presentation role to ensure accessibility across all devices.,5min
6ac539b2-b05a-4dbd-b225-63e1d4dde781,MAJOR,CODE_SMELL,Login/Login/Views/Home/Index.cshtml,42,Web:S6819,Use <img> instead of the presentation role to ensure accessibility across all devices.,5min
3d58ab26-ba55-4249-b88a-ea5d97e622f4,MAJOR,CODE_SMELL,Login/Login/Views/Shared/_Layout.cshtml,37,external_roslyn:CS8602,Dereference of a possibly null reference.,0min
8fdff650-5b56-4e05-aa50-07629eed8837,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,113,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
eae0fdcf-636a-43a9-b110-671521c72e12,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,113,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
03e7e9c9-9255-4274-a1d8-dd295137a79c,MINOR,CODE_SMELL,Login/CapaNegocio/CitasBL.cs,23,csharpsquid:S2325,Make 'EliminarCita' a static method.,5min
7d07bf5b-1ed4-43c3-9e92-a0791fe41cda,INFO,CODE_SMELL,Login/CapaNegocio/CitasBL.cs,23,external_roslyn:CA1822,Member 'EliminarCita' does not access instance data and can be marked as static,0min
8dbb2fb4-cb3a-41d2-825a-4937f7bc5de7,MINOR,CODE_SMELL,Login/CapaDatos/GenericDAL.cs,10,csharpsquid:S101,"Rename class 'GenericDAL' to match pascal case naming rules, consider using 'GenericDal'.",5min
4acb9bae-26a6-4450-91e6-9fb779d58133,MAJOR,CODE_SMELL,Login/CapaDatos/GenericDAL.cs,26,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
ba79e146-aa9b-406c-be36-06a0c71f16c2,MAJOR,CODE_SMELL,Login/CapaDatos/GenericDAL.cs,26,external_roslyn:CS0618,'SqlConnection' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
4c1fa229-246a-42fe-851f-eb82d5ed61ac,MAJOR,CODE_SMELL,Login/CapaDatos/GenericDAL.cs,46,csharpsquid:S112,'System.Exception' should not be thrown by user code.,20min
36dd3c1d-0ad4-45f1-9349-6e8e96ff5641,MINOR,CODE_SMELL,Login/CapaNegocio/GenericBL.cs,12,csharpsquid:S2325,Make 'obtenerClaves' a static method.,5min
f7a7bc00-00d0-4832-98c9-858288f7aff9,INFO,CODE_SMELL,Login/CapaNegocio/GenericBL.cs,12,external_roslyn:CA1822,Member 'obtenerClaves' does not access instance data and can be marked as static,0min
23fe36da-25cd-4a18-8062-6ddc0d7f533f,MINOR,BUG,Login/Login/Views/Citas/Citas.cshtml,8,Web:MouseEventWithoutKeyboardEquivalentCheck,Add a 'onKeyPress|onKeyDown|onKeyUp' attribute to this <i> tag.,5min
3621aeca-d8a6-4516-b3bb-b775932e9899,MAJOR,CODE_SMELL,Login/Login/Views/Citas/Citas.cshtml,8,Web:S6848,"Avoid non-native interactive elements. If using native HTML is not possible, add an appropriate role and support for tabbing, mouse, keyboard, and touch inputs to an interactive content element.",5min
2328bcf5-9626-404f-8dba-c7cba704e549,MAJOR,CODE_SMELL,Login/Login/Views/Especialidades/Index.cshtml,7,Web:S6848,"Avoid non-native interactive elements. If using native HTML is not possible, add an appropriate role and support for tabbing, mouse, keyboard, and touch inputs to an interactive content element.",5min
a7824e75-16f4-410a-8a8a-4e538abbd631,MINOR,BUG,Login/Login/Views/Especialidades/Index.cshtml,7,Web:MouseEventWithoutKeyboardEquivalentCheck,Add a 'onKeyPress|onKeyDown|onKeyUp' attribute to this <i> tag.,5min
30c01649-bfac-4dd8-b092-2c0a0bc63cd3,MAJOR,CODE_SMELL,Login/Login/Views/Facturacion/Index.cshtml,7,Web:S6848,"Avoid non-native interactive elements. If using native HTML is not possible, add an appropriate role and support for tabbing, mouse, keyboard, and touch inputs to an interactive content element.",5min
730facca-c261-4b72-96dc-b703e9cdd32e,MINOR,BUG,Login/Login/Views/Facturacion/Index.cshtml,7,Web:MouseEventWithoutKeyboardEquivalentCheck,Add a 'onKeyPress|onKeyDown|onKeyUp' attribute to this <i> tag.,5min
44b7ad55-2ec6-4431-8699-a2b7953eeff7,MAJOR,CODE_SMELL,Login/Login/Views/Medicos/Index.cshtml,7,Web:S6848,"Avoid non-native interactive elements. If using native HTML is not possible, add an appropriate role and support for tabbing, mouse, keyboard, and touch inputs to an interactive content element.",5min
e908878e-6f93-481e-a4bf-ace4a6a12614,MINOR,BUG,Login/Login/Views/Medicos/Index.cshtml,7,Web:MouseEventWithoutKeyboardEquivalentCheck,Add a 'onKeyPress|onKeyDown|onKeyUp' attribute to this <i> tag.,5min
ab123c0f-8947-42de-91ff-e15d52566853,MAJOR,CODE_SMELL,Login/Login/Views/Pacientes/Index.cshtml,7,Web:S6848,"Avoid non-native interactive elements. If using native HTML is not possible, add an appropriate role and support for tabbing, mouse, keyboard, and touch inputs to an interactive content element.",5min
aceb2d0b-44f0-452c-a03e-34d9ff125348,MINOR,BUG,Login/Login/Views/Pacientes/Index.cshtml,7,Web:MouseEventWithoutKeyboardEquivalentCheck,Add a 'onKeyPress|onKeyDown|onKeyUp' attribute to this <i> tag.,5min
0f078e4d-e929-4517-b7f8-946ed79b9a1e,MAJOR,CODE_SMELL,Login/Login/Views/Tratamientos/Index.cshtml,7,Web:S6848,"Avoid non-native interactive elements. If using native HTML is not possible, add an appropriate role and support for tabbing, mouse, keyboard, and touch inputs to an interactive content element.",5min
8de46352-231e-41c4-96f3-408dd19d0e89,MINOR,BUG,Login/Login/Views/Tratamientos/Index.cshtml,7,Web:MouseEventWithoutKeyboardEquivalentCheck,Add a 'onKeyPress|onKeyDown|onKeyUp' attribute to this <i> tag.,5min
0859801d-d3ff-46fd-86d5-8f54af448359,MINOR,CODE_SMELL,Login/Login/wwwroot/js/generic.js,121,javascript:S1125,Refactor the code to avoid using this boolean literal.,5min
9b4e2ab8-b538-45f6-832c-f33ac6bf2a76,MINOR,CODE_SMELL,Login/Login/wwwroot/js/generic.js,121,javascript:S1125,Refactor the code to avoid using this boolean literal.,5min
0dd86c23-839b-4d3e-a820-f1000b1b59ed,MINOR,CODE_SMELL,Login/Login/wwwroot/js/generic.js,125,javascript:S4138,Expected a `for-of` loop instead of a `for` loop with this simple iteration.,5min
409f4bd3-55bd-4cfa-9078-30dbb80c6058,MINOR,CODE_SMELL,Login/Login/wwwroot/js/generic.js,132,javascript:S1125,Refactor the code to avoid using this boolean literal.,5min
8f15a64a-fbaa-4ecb-a80f-6be05e207a9b,MINOR,CODE_SMELL,Login/Login/wwwroot/js/generic.js,132,javascript:S1125,Refactor the code to avoid using this boolean literal.,5min
0243c35d-5153-4695-ad21-290066679a77,MAJOR,CODE_SMELL,Login/CapaDatos/UsuarioDAL.cs,62,external_roslyn:CS0618,'SqlDataReader' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
fe38bf6c-f568-460c-a96e-588c2e2c558f,MAJOR,CODE_SMELL,Login/CapaEntidad/UsuarioCLS.cs,9,external_roslyn:CS8618,Non-nullable property 'rol' must contain a non-null value when exiting constructor. Consider adding the 'required' modifier or declaring the property as nullable.,0min
f9c301f5-55a6-499e-bf32-179415994e32,MINOR,CODE_SMELL,Login/Login/Controllers/AccesoController.cs,16,csharpsquid:S4136,All 'Login' method overloads should be adjacent.,1min
7f8159ab-2233-4c48-8454-e53d9daabb35,CRITICAL,CODE_SMELL,Login/Login/Controllers/AccesoController.cs,68,csharpsquid:S6967,ModelState.IsValid should be checked in controller actions.,5min
8eab1a89-77a3-450e-9af9-3b109eebc317,MINOR,CODE_SMELL,Login/Login/Controllers/AccesoController.cs,21,csharpsquid:S4136,All 'Registrar' method overloads should be adjacent.,1min
6a1f91f6-1f34-48d6-9674-d2453d5c5864,MAJOR,BUG,Login/Login/Views/Acceso/Registrar.cshtml,4,Web:PageWithoutTitleCheck,Add a <title> tag to this page.,5min
c068b083-aadc-4081-a3ad-d2537eca40a5,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,87,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
fc4fa63d-86bc-49aa-a51c-1155e2e09faf,MAJOR,CODE_SMELL,Login/CapaDatos/CitasDAL.cs,87,external_roslyn:CS0618,'SqlCommand' is obsolete: 'Use the Microsoft.Data.SqlClient package instead.',0min
8024953e-ee45-494e-9b51-dac8b62ad16e,CRITICAL,CODE_SMELL,Login/Login/Controllers/CitasController.cs,27,csharpsquid:S6967,ModelState.IsValid should be checked in controller actions.,5min
9e1ae4e6-ad03-45dd-a516-8c74174515ee,CRITICAL,CODE_SMELL,Login/Login/Controllers/CitasController.cs,33,csharpsquid:S6967,ModelState.IsValid should be checked in controller actions.,5min
32f0c33f-c794-4854-8b12-ec2982a9b7a6,MAJOR,BUG,Login/Login/Views/Acceso/Login.cshtml,4,Web:PageWithoutTitleCheck,Add a <title> tag to this page.,5min
bed17741-f030-4594-b318-9a622e209217,MINOR,CODE_SMELL,Login/CapaNegocio/CitasBL.cs,18,csharpsquid:S2325,Make 'GuardarCita' a static method.,5min
eb070eec-02e2-4d2c-a27b-ce4a73dc79c7,INFO,CODE_SMELL,Login/CapaNegocio/CitasBL.cs,18,external_roslyn:CA1822,Member 'GuardarCita' does not access instance data and can be marked as static,0min
19bcedc5-f762-4dbb-940e-c7bffe877068,MINOR,CODE_SMELL,Login/CapaNegocio/CitasBL.cs,28,csharpsquid:S2325,Make 'RecuperarCitas' a static method.,5min
5405687d-f8c5-448d-98f0-2ba1b52f426b,INFO,CODE_SMELL,Login/CapaNegocio/CitasBL.cs,28,external_roslyn:CA1822,Member 'RecuperarCitas' does not access instance data and can be marked as static,0min
070be0e0-b4a6-4615-a827-324a8138bd29,MINOR,CODE_SMELL,Login/CapaNegocio/CitasBL.cs,33,csharpsquid:S2325,Make 'FiltrarCitas' a static method.,5min
8d2084fd-5959-43e6-8f3c-c58756709211,INFO,CODE_SMELL,Login/CapaNegocio/CitasBL.cs,33,external_roslyn:CA1822,Member 'FiltrarCitas' does not access instance data and can be marked as static,0min
5919b966-6201-4f08-b37d-57f17598d8b3,INFO,CODE_SMELL,Login/CapaNegocio/EspecialidadesBL.cs,13,external_roslyn:CA1822,Member 'ListarEspecialidades' does not access instance data and can be marked as static,0min
594972e9-1f2a-4cba-9dd1-866ce5ba2df9,MINOR,CODE_SMELL,Login/CapaNegocio/EspecialidadesBL.cs,13,csharpsquid:S2325,Make 'ListarEspecialidades' a static method.,5min
049cabe4-a99d-46a8-857a-cf495fea2891,INFO,CODE_SMELL,Login/CapaNegocio/EspecialidadesBL.cs,19,external_roslyn:CA1822,Member 'GuardarEspecialidad' does not access instance data and can be marked as static,0min
411be1ce-f78a-47cf-a70e-6a9b6199f8f8,MINOR,CODE_SMELL,Login/CapaNegocio/EspecialidadesBL.cs,19,csharpsquid:S2325,Make 'GuardarEspecialidad' a static method.,5min
325a11e2-ef88-4ded-a51f-9540aea63aac,MINOR,CODE_SMELL,Login/CapaNegocio/EspecialidadesBL.cs,25,csharpsquid:S2325,Make 'EliminarEspecialidad' a static method.,5min
98a2dd2d-4c4b-4c35-bff4-062c530f13bd,INFO,CODE_SMELL,Login/CapaNegocio/EspecialidadesBL.cs,25,external_roslyn:CA1822,Member 'EliminarEspecialidad' does not access instance data and can be marked as static,0min
2f117036-fc83-44ad-b7f4-ff1106f398c1,INFO,CODE_SMELL,Login/CapaNegocio/EspecialidadesBL.cs,31,external_roslyn:CA1822,Member 'RecuperarEspecialidad' does not access instance data and can be marked as static,0min
d8f847a7-7782-491c-991f-e69308fd87e5,MINOR,CODE_SMELL,Login/CapaNegocio/EspecialidadesBL.cs,31,csharpsquid:S2325,Make 'RecuperarEspecialidad' a static method.,5min
211c377e-6421-4b09-a5ac-8321edbadbdb,INFO,CODE_SMELL,Login/CapaNegocio/EspecialidadesBL.cs,37,external_roslyn:CA1822,Member 'FiltrarEspecialidades' does not access instance data and can be marked as static,0min
99f26cde-379a-43db-be32-618d2b78f523,MINOR,CODE_SMELL,Login/CapaNegocio/EspecialidadesBL.cs,37,csharpsquid:S2325,Make 'FiltrarEspecialidades' a static method.,5min
0eb0b0d1-2e5a-4335-a31f-cdc6fbeffc88,MINOR,CODE_SMELL,Login/CapaNegocio/FacturacionBL.cs,13,csharpsquid:S2325,Make 'ListarFacturaciones' a static method.,5min
a2871815-4984-489a-a3be-3fa8a19c5482,INFO,CODE_SMELL,Login/CapaNegocio/FacturacionBL.cs,13,external_roslyn:CA1822,Member 'ListarFacturaciones' does not access instance data and can be marked as static,0min
c4e2ac9d-5874-4741-bef8-f604b85b9fa9,INFO,CODE_SMELL,Login/CapaNegocio/FacturacionBL.cs,19,external_roslyn:CA1822,Member 'GuardarFacturacion' does not access instance data and can be marked as static,0min
d43eaa4c-7070-4749-8920-622e70d03b8e,MINOR,CODE_SMELL,Login/CapaNegocio/FacturacionBL.cs,19,csharpsquid:S2325,Make 'GuardarFacturacion' a static method.,5min
1bb67905-ddcc-46d5-b4ce-bc2f33429e53,INFO,CODE_SMELL,Login/CapaNegocio/FacturacionBL.cs,25,external_roslyn:CA1822,Member 'EliminarFacturacion' does not access instance data and can be marked as static,0min
429cb482-d8be-437f-8d53-c4fb1b88fc71,MINOR,CODE_SMELL,Login/CapaNegocio/FacturacionBL.cs,25,csharpsquid:S2325,Make 'EliminarFacturacion' a static method.,5min
0d1ac129-ab49-4212-bdb9-138ca7b533ec,INFO,CODE_SMELL,Login/CapaNegocio/FacturacionBL.cs,31,external_roslyn:CA1822,Member 'RecuperarFacturacion' does not access instance data and can be marked as static,0min
0db0fe20-06b3-446a-815b-5c92c2e0d794,MINOR,CODE_SMELL,Login/CapaNegocio/FacturacionBL.cs,31,csharpsquid:S2325,Make 'RecuperarFacturacion' a static method.,5min
0b818827-60e5-4423-b0c0-d3264edb99e4,INFO,CODE_SMELL,Login/CapaNegocio/FacturacionBL.cs,37,external_roslyn:CA1822,Member 'FiltrarFacturaciones' does not access instance data and can be marked as static,0min
f23661f5-d467-4c3b-a18b-050f2c3fa372,MINOR,CODE_SMELL,Login/CapaNegocio/FacturacionBL.cs,37,csharpsquid:S2325,Make 'FiltrarFacturaciones' a static method.,5min
6677c322-0f1a-4990-9ac8-560e75f967e4,INFO,CODE_SMELL,Login/CapaNegocio/MedicosBL.cs,13,external_roslyn:CA1822,Member 'ListarMedicos' does not access instance data and can be marked as static,0min
c8dee8d3-539e-4307-87e1-c0fd552e1175,MINOR,CODE_SMELL,Login/CapaNegocio/MedicosBL.cs,13,csharpsquid:S2325,Make 'ListarMedicos' a static method.,5min
65f5c224-1585-4073-9a0f-5687d2aa8796,INFO,CODE_SMELL,Login/CapaNegocio/MedicosBL.cs,19,external_roslyn:CA1822,Member 'GuardarMedico' does not access instance data and can be marked as static,0min
8bbbb8e4-308e-4938-8229-cc56089357d2,MINOR,CODE_SMELL,Login/CapaNegocio/MedicosBL.cs,19,csharpsquid:S2325,Make 'GuardarMedico' a static method.,5min
08c2c2ff-8552-4a2a-8ba6-f7f5432cf97e,MINOR,CODE_SMELL,Login/CapaNegocio/MedicosBL.cs,25,csharpsquid:S2325,Make 'EliminarMedico' a static method.,5min
9983e6c7-c947-4a79-acbc-39aa360b0856,INFO,CODE_SMELL,Login/CapaNegocio/MedicosBL.cs,25,external_roslyn:CA1822,Member 'EliminarMedico' does not access instance data and can be marked as static,0min
09af87a4-a868-49cc-9583-d19bd2493b3e,MINOR,CODE_SMELL,Login/CapaNegocio/MedicosBL.cs,31,csharpsquid:S2325,Make 'RecuperarMedico' a static method.,5min
6d1029b1-bd55-4930-b589-92b004e78465,INFO,CODE_SMELL,Login/CapaNegocio/MedicosBL.cs,31,external_roslyn:CA1822,Member 'RecuperarMedico' does not access instance data and can be marked as static,0min
98e735ca-76b8-4e99-8d6f-c0e2dcf2aeb5,INFO,CODE_SMELL,Login/CapaNegocio/MedicosBL.cs,37,external_roslyn:CA1822,Member 'FiltrarMedicos' does not access instance data and can be marked as static,0min
b9a9825a-04cf-497e-a73d-8948d2f5c5a9,MINOR,CODE_SMELL,Login/CapaNegocio/MedicosBL.cs,37,csharpsquid:S2325,Make 'FiltrarMedicos' a static method.,5min
05f69b40-f501-42a3-81eb-e0d49d93823a,INFO,CODE_SMELL,Login/CapaNegocio/PacientesBL.cs,13,external_roslyn:CA1822,Member 'ListarPacientes' does not access instance data and can be marked as static,0min
5ea61891-f6a6-4074-9e37-6cbcb789174c,MINOR,CODE_SMELL,Login/CapaNegocio/PacientesBL.cs,13,csharpsquid:S2325,Make 'ListarPacientes' a static method.,5min
03950c8c-6b7f-43d0-be4a-245a37788899,INFO,CODE_SMELL,Login/CapaNegocio/PacientesBL.cs,19,external_roslyn:CA1822,Member 'GuardarPaciente' does not access instance data and can be marked as static,0min
6f932c3d-23fe-48e5-95cb-e16d79217676,MINOR,CODE_SMELL,Login/CapaNegocio/PacientesBL.cs,19,csharpsquid:S2325,Make 'GuardarPaciente' a static method.,5min
05e3e98c-8693-4835-bf73-301d5a7eada6,INFO,CODE_SMELL,Login/CapaNegocio/PacientesBL.cs,25,external_roslyn:CA1822,Member 'EliminarPaciente' does not access instance data and can be marked as static,0min
529d276b-bdfa-433f-9de6-acb64b445df3,MINOR,CODE_SMELL,Login/CapaNegocio/PacientesBL.cs,25,csharpsquid:S2325,Make 'EliminarPaciente' a static method.,5min
5bc073fb-9eaf-4c89-97a1-2235a81a1917,INFO,CODE_SMELL,Login/CapaNegocio/PacientesBL.cs,31,external_roslyn:CA1822,Member 'RecuperarPaciente' does not access instance data and can be marked as static,0min
fcb221e2-bca1-411a-b07d-89e2a8ded42d,MINOR,CODE_SMELL,Login/CapaNegocio/PacientesBL.cs,31,csharpsquid:S2325,Make 'RecuperarPaciente' a static method.,5min
3057d47d-b6bb-4e01-9c47-8a8aa2f742f2,INFO,CODE_SMELL,Login/CapaNegocio/PacientesBL.cs,37,external_roslyn:CA1822,Member 'FiltrarPacientes' does not access instance data and can be marked as static,0min
d16cbde5-79e3-42a4-9c77-aa7886330e4b,MINOR,CODE_SMELL,Login/CapaNegocio/PacientesBL.cs,37,csharpsquid:S2325,Make 'FiltrarPacientes' a static method.,5min
bf0d4e63-acf9-46af-a395-ef4eb2e9ea5b,MINOR,CODE_SMELL,Login/CapaNegocio/TratamientosBL.cs,13,csharpsquid:S2325,Make 'ListarTratamientos' a static method.,5min
d53526ae-4118-44a4-a121-616f877c5ff2,INFO,CODE_SMELL,Login/CapaNegocio/TratamientosBL.cs,13,external_roslyn:CA1822,Member 'ListarTratamientos' does not access instance data and can be marked as static,0min
19c467db-e337-4467-9e1a-96fadd4e2ed1,MINOR,CODE_SMELL,Login/CapaNegocio/TratamientosBL.cs,19,csharpsquid:S2325,Make 'GuardarTratamiento' a static method.,5min
985e284c-46c8-4ace-aed5-69963a4323a8,INFO,CODE_SMELL,Login/CapaNegocio/TratamientosBL.cs,19,external_roslyn:CA1822,Member 'GuardarTratamiento' does not access instance data and can be marked as static,0min
312a43ed-41b3-4553-befd-23f1fa4605bc,INFO,CODE_SMELL,Login/CapaNegocio/TratamientosBL.cs,25,external_roslyn:CA1822,Member 'EliminarTratamiento' does not access instance data and can be marked as static,0min
93aae356-5d4d-4d45-abff-9dcb0f87de23,MINOR,CODE_SMELL,Login/CapaNegocio/TratamientosBL.cs,25,csharpsquid:S2325,Make 'EliminarTratamiento' a static method.,5min
3ec6ba3b-9d96-46c7-8c3e-73cb552ad219,MINOR,CODE_SMELL,Login/CapaNegocio/TratamientosBL.cs,31,csharpsquid:S2325,Make 'RecuperarTratamiento' a static method.,5min
7664de27-3f2c-41fe-b8f5-f8c62b9f14be,INFO,CODE_SMELL,Login/CapaNegocio/TratamientosBL.cs,31,external_roslyn:CA1822,Member 'RecuperarTratamiento' does not access instance data and can be marked as static,0min
379178f3-cfd7-4053-8bed-68dc1e4b9371,MINOR,CODE_SMELL,Login/CapaNegocio/TratamientosBL.cs,37,csharpsquid:S2325,Make 'FiltrarTratamientos' a static method.,5min
980d2f26-6004-4b31-8b54-511c5173e7f7,INFO,CODE_SMELL,Login/CapaNegocio/TratamientosBL.cs,37,external_roslyn:CA1822,Member 'FiltrarTratamientos' does not access instance data and can be marked as static,0min
8efe15ae-2558-44f7-9aac-68ea6a56afd2,CRITICAL,CODE_SMELL,Login/Login/Controllers/CitasController.cs,21,csharpsquid:S6967,ModelState.IsValid should be checked in controller actions.,5min
a8b90e98-9578-4884-b9e1-b8e4c0f1b05a,CRITICAL,CODE_SMELL,Login/Login/Controllers/CitasController.cs,39,csharpsquid:S6967,ModelState.IsValid should be checked in controller actions.,5min
754ecfbd-7d0f-45dd-aa9e-f5fee64fa717,CRITICAL,CODE_SMELL,Login/Login/Controllers/EspecialidadesController.cs,21,csharpsquid:S6967,ModelState.IsValid should be checked in controller actions.,5min
e4578b96-0d5e-461b-b3b3-dd0a83374513,CRITICAL,CODE_SMELL,Login/Login/Controllers/EspecialidadesController.cs,27,csharpsquid:S6967,ModelState.IsValid should be checked in controller actions.,5min
ba73d9b6-f655-49fd-904e-644bdb661936,CRITICAL,CODE_SMELL,Login/Login/Controllers/EspecialidadesController.cs,33,csharpsquid:S6967,ModelState.IsValid should be checked in controller actions.,5min
fae7a740-2bc8-4cd2-b884-7095b5ecb13a,CRITICAL,CODE_SMELL,Login/Login/Controllers/EspecialidadesController.cs,39,csharpsquid:S6967,ModelState.IsValid should be checked in controller actions.,5min
b63d344f-9fdf-49b4-9ae1-dd2691076231,CRITICAL,CODE_SMELL,Login/Login/Controllers/FacturacionController.cs,21,csharpsquid:S6967,ModelState.IsValid should be checked in controller actions.,5min
ebd04cb1-b227-4a25-8e34-bb79e0f72620,CRITICAL,CODE_SMELL,Login/Login/Controllers/FacturacionController.cs,27,csharpsquid:S6967,ModelState.IsValid should be checked in controller actions.,5min
